2021-02-05 18:28:10,53.692
2021-02-05 18:28:11,54.23
2021-02-05 18:28:12,54.768
2021-02-05 18:28:13,53.692
2021-02-05 18:28:14,54.23
2021-02-05 18:28:15,54.768
2021-02-05 18:28:16,53.692
2021-02-05 18:28:17,54.23
2021-02-05 18:28:18,54.768
2021-02-05 18:28:19,54.23
2021-02-05 18:28:20,54.768
2021-02-05 18:28:21,54.768
2021-02-05 18:28:22,54.768
2021-02-05 18:28:23,54.23
2021-02-05 18:28:24,54.768
2021-02-05 18:28:25,54.768
2021-02-05 18:28:26,54.23
2021-02-05 18:28:27,54.23
2021-02-05 18:28:28,54.768
2021-02-05 18:28:29,54.768
2021-02-05 18:28:30,54.768
2021-02-05 18:28:31,54.768
2021-02-05 18:28:32,53.692
2021-02-05 18:28:33,54.23
2021-02-05 18:28:34,54.23
2021-02-05 18:28:35,54.768
2021-02-05 18:28:36,54.23
2021-02-05 18:28:37,54.768
2021-02-05 18:28:38,54.768
2021-02-05 18:28:39,54.768
2021-02-05 18:28:40,54.768
2021-02-05 18:28:41,54.768
2021-02-05 18:28:42,55.306
2021-02-05 18:28:43,54.23
2021-02-05 18:28:44,54.768
2021-02-05 18:28:45,54.768
2021-02-05 18:28:46,54.768
2021-02-05 18:28:47,55.306
2021-02-05 18:28:48,54.768
2021-02-05 18:28:49,55.306
2021-02-05 18:28:50,54.768
2021-02-05 18:28:51,54.768
2021-02-05 18:28:52,54.768
2021-02-05 18:28:53,54.768
2021-02-05 18:28:54,55.306
2021-02-05 18:28:55,55.306
2021-02-05 18:28:56,55.844
2021-02-05 18:28:57,54.768
2021-02-05 18:28:58,54.768
2021-02-05 18:28:59,55.306
2021-02-05 18:29:00,54.768
2021-02-05 18:29:01,55.844
2021-02-05 18:29:02,55.844
2021-02-05 18:29:03,55.844
2021-02-05 18:29:04,55.844
2021-02-05 18:29:05,55.844
2021-02-05 18:29:06,55.844
2021-02-05 18:29:07,56.382
2021-02-05 18:29:08,56.382
2021-02-05 18:29:09,55.844
2021-02-05 18:29:10,56.382
2021-02-05 18:29:11,55.844
2021-02-05 18:29:12,55.844
2021-02-05 18:29:13,55.844
2021-02-05 18:29:14,55.844
2021-02-05 18:29:15,55.844
2021-02-05 18:29:16,55.306
2021-02-05 18:29:17,55.306
2021-02-05 18:29:18,55.844
2021-02-05 18:29:19,55.306
2021-02-05 18:29:20,55.844
2021-02-05 18:29:21,55.306
2021-02-05 18:29:22,54.768
2021-02-05 18:29:23,55.844
2021-02-05 18:29:24,54.768
2021-02-05 18:29:25,55.306
2021-02-05 18:29:26,54.768
2021-02-05 18:29:27,54.768
2021-02-05 18:29:28,55.306
2021-02-05 18:29:29,55.306
2021-02-05 18:29:30,55.844
2021-02-05 18:29:31,55.306
2021-02-05 18:29:32,55.306
2021-02-05 18:29:33,55.844
2021-02-05 18:29:34,54.768
2021-02-05 18:29:35,55.844
2021-02-05 18:29:36,55.306
2021-02-05 18:29:37,55.306
2021-02-05 18:29:38,55.306
2021-02-05 18:29:39,55.306
2021-02-05 18:29:40,55.306
2021-02-05 18:29:41,55.844
2021-02-05 18:29:42,55.844
2021-02-05 18:29:43,55.844
2021-02-05 18:29:44,55.844
2021-02-05 18:29:45,55.844
2021-02-05 18:29:46,55.306
2021-02-05 18:29:47,55.306
2021-02-05 18:29:48,55.844
2021-02-05 18:29:49,55.306
2021-02-05 18:29:50,55.844
2021-02-05 18:29:51,55.844
2021-02-05 18:29:52,55.306
2021-02-05 18:29:53,55.844
2021-02-05 18:29:54,55.844
2021-02-05 18:29:55,55.844
2021-02-05 18:29:56,55.844
2021-02-05 18:29:57,55.844
2021-02-05 18:29:58,55.844
2021-02-05 18:29:59,55.844
2021-02-05 18:30:00,55.844
2021-02-05 18:30:01,55.306
2021-02-05 18:30:02,55.844
2021-02-05 18:30:03,55.844
2021-02-05 18:30:04,55.844
2021-02-05 18:30:05,56.382
2021-02-05 18:30:06,55.844
2021-02-05 18:30:07,55.844
2021-02-05 18:30:08,55.844
2021-02-05 18:30:09,55.844
2021-02-05 18:30:10,55.844
2021-02-05 18:30:11,55.844
2021-02-05 18:30:12,55.844
2021-02-05 18:30:13,55.306
2021-02-05 18:30:14,55.844
2021-02-05 18:30:15,55.844
2021-02-05 18:30:16,55.844
2021-02-05 18:30:17,55.844
2021-02-05 18:30:18,55.844
2021-02-05 18:30:19,55.844
2021-02-05 18:30:20,55.844
2021-02-05 18:30:21,55.844
2021-02-05 18:30:22,55.844
2021-02-05 18:30:23,55.844
2021-02-05 18:30:24,56.382
2021-02-05 18:30:25,55.844
2021-02-05 18:30:26,56.382
2021-02-05 18:30:27,55.844
2021-02-05 18:30:28,55.844
2021-02-05 18:30:29,56.382
2021-02-05 18:30:30,55.844
2021-02-05 18:30:31,55.844
2021-02-05 18:30:32,55.844
2021-02-05 18:30:33,56.382
2021-02-05 18:30:34,55.844
2021-02-05 18:30:35,55.306
2021-02-05 18:30:36,55.844
2021-02-05 18:30:37,55.844
2021-02-05 18:30:38,56.92
2021-02-05 18:30:39,56.92
2021-02-05 18:30:40,56.382
2021-02-05 18:30:41,56.382
2021-02-05 18:30:42,56.382
2021-02-05 18:30:43,56.382
2021-02-05 18:30:44,56.92
